beta_regime,sigma_eta_regime,method,target,target_type,n_datasets,mean_bias,rmse,mean_absolute_error,mean_scaled_absolute_error,sd_scaled_absolute_error,median_scaled_absolute_error,q25_scaled_absolute_error,q75_scaled_absolute_error,scaled_error_iqr,coverage_rate,mean_interval_width,mean_simulator_calls,mean_runtime_seconds
0.9,0.15,Auto ABC,stationary_log_volatility_variance,derived,5,0.0022957336317747713,0.0168754377592072,0.01657881215311689,0.13999885818187593,0.02974103356324558,0.1503723748267805,0.13827632266369824,0.15115928284599747,0.01288296018229923,1.0,0.32289843972482507,10000.0,
0.9,0.15,Wasserstein ABC,alpha,parameter,5,-0.025540053181305745,0.025576801948111006,0.025540053181305745,0.018242895129504104,0.0010945369294381134,0.018333433292775054,0.017238301351639253,0.01931092159923566,0.002072620247596406,1.0,1.2000746127775594,10000.0,
0.9,0.15,Wasserstein ABC,beta,parameter,5,-0.0011623998013711612,0.0011839541465646461,0.0011623998013711612,0.00780134094879974,0.001687457789409881,0.00875592472466347,0.006446876090613921,0.009131223426372138,0.0026843473357582174,1.0,0.11938365345668507,10000.0,
0.9,0.15,Wasserstein ABC,sigma_eta,parameter,5,0.11104124922712308,0.11104260580290395,0.11104124922712308,0.2467583316158291,0.001363713111674655,0.24706777703609498,0.24535702863969328,0.2476125647430249,0.0022555361033316235,1.0,0.42500197339063883,10000.0,
0.9,0.15,Wasserstein ABC,long_run_log_variance,derived,5,-0.1495698728864127,0.15106699391677658,0.1495698728864127,0.014956987288641274,0.002371944813317094,0.014374416410478829,0.014374416410478829,0.015325278888764338,0.0009508624782855087,1.0,1.101548659794151,10000.0,
0.9,0.15,Wasserstein ABC,half_life_days,derived,5,1.3620043173172707,1.3620234484044624,1.3620043173172707,0.20702886951773855,0.0012268261471746666,0.2069111483590656,0.20691114835906546,0.20796309889717463,0.0010519505381091643,1.0,20.02897086301959,10000.0,
0.9,0.15,Wasserstein ABC,stationary_log_volatility_variance,derived,5,0.3564528811866001,0.35647626774655194,0.3564528811866001,3.0100465522424003,0.038550715873418934,3.0189097223375785,2.9712361821645032,3.0287763177860243,0.05754013562152105,1.0,1.4377192030965065,10000.0,
0.9,0.15,ABC-SMC,alpha,parameter,5,-0.02480359615959595,0.05283487835678812,0.04714360518532561,0.03367400370380401,0.019049560447864624,0.03157901086542942,0.025498185972431572,0.04433438043518272,0.01883619446275115,1.0,1.1122649676057388,17528.8,40.44886731999868
0.9,0.15,ABC-SMC,beta,parameter,5,0.0031867264987435195,0.005867924141990665,0.004487621631579541,0.030118265983755305,0.028368891961462563,0.019511466680574515,0.010668517320001184,0.04718298435136683,0.03651446703136564,1.0,0.11060340966386459,17528.8,40.44886731999868
0.9,0.15,ABC-SMC,sigma_eta,parameter,5,-0.017089929692824298,0.02330019395750283,0.021453392886642993,0.04767420641476221,0.02258741211063094,0.052945606445160304,0.02613872681219456,0.05722242920048939,0.031083702388294828,1.0,0.16722290707159687,17528.8,40.44886731999868
0.9,0.15,ABC-SMC,long_run_log_variance,derived,5,-0.7797056087147155,0.7835676132083234,0.7797056087147155,0.07797056087147154,0.008687180359446085,0.08089131074367284,0.06970430756892068,0.08250575143965122,0.012801443870730539,1.0,5.743823918581971,17528.8,40.44886731999868
0.9,0.15,ABC-SMC,half_life_days,derived,5,1.4893863381300627,1.6753891206339677,1.4893863381300627,0.22639133073056467,0.1303882944607263,0.18529061276262718,0.15059874326454453,0.3307630727263416,0.18016432946179706,1.0,16.562599755638566,17528.8,40.44886731999868
0.9,0.15,ABC-SMC,stationary_log_volatility_variance,derived,5,-0.011185878493008752,0.032284456136114185,0.028744654060548568,0.24273263428907677,0.1387663286005873,0.24731801141510615,0.24241302689846916,0.33769876071584237,0.09528573381737321,1.0,0.20023730246255794,17528.8,40.44886731999868
